employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
EMP100740,46,20,IS,Influencer-Steadiness,ISTP,135.0,29.0,7
EMP100741,71,71,SI,Steadiness-Influencer,ESFP,82.0,32.0,7
EMP100742,32,89,,Conscientious-Dominant,INFP,129.0,31.0,8
EMP100743,20,29,CS,Conscientious-Steadiness,ISFP,120.0,33.0,2
EMP100744,52,94,SD,Steadiness-Dominant,ESFJ,109.0,32.0,3
EMP100745,29,33,SI,Steadiness-Influencer,INFJ,122.0,26.0,7
EMP100746,97,37,SD,Steadiness-Dominant,ISTJ,133.0,23.0,7
EMP100747,85,75,SD,Steadiness-Dominant,ISFJ,100.0,25.0,10
EMP100748,65,91,ID,Influencer-Dominant,ESFP,,,6
EMP100749,73,56,,Conscientious-Dominant,ENFP,100.0,35.0,1
EMP100750,90,36,IC,Influencer-Conscientious,,98.0,35.0,8
EMP100751,42,41,CS,Conscientious-Steadiness,ESTJ,122.0,42.0,3
EMP100752,60,38,DS,Dominant-Steadiness,ENTJ,81.0,41.0,8
EMP100753,35,73,CS,Conscientious-Steadiness,ISTP,121.0,28.0,7
EMP100754,84,78,SC,Steadiness-Conscientious,ENFP,87.0,22.0,3
EMP100755,21,29,IS,Influencer-Steadiness,ESFJ,97.0,23.0,10
EMP100756,42,22,SC,Steadiness-Conscientious,ENTP,114.0,15.0,9
EMP100757,30,44,DC,Dominant-Conscientious,ENFJ,130.0,29.0,6
EMP100758,93,56,SC,Steadiness-Conscientious,INTJ,97.0,19.0,4
EMP100759,67,41,DS,Dominant-Steadiness,,128.0,25.0,5
EMP100760,54,36,DI,Dominant-Influencer,ESTP,112.0,29.0,8
EMP100761,63,58,DC,Dominant-Conscientious,ISFP,94.0,27.0,4
EMP100762,70,54,CI,Conscientious-Influencer,ENFJ,90.0,25.0,9
EMP100763,23,85,,Influencer-Steadiness,ENFJ,135.0,34.0,5
EMP100764,77,86,SI,Steadiness-Influencer,ISTP,110.0,18.0,3
EMP100765,32,75,IC,Influencer-Conscientious,INTJ,100.0,27.0,8
EMP100766,87,64,CS,Conscientious-Steadiness,INTP,120.0,36.0,7
EMP100767,78,54,CD,Conscientious-Dominant,ENTJ,,35.0,9
EMP100768,93,21,IS,Influencer-Steadiness,ESFJ,129.0,33.0,6
EMP100769,90,21,SC,Steadiness-Conscientious,Istp,80.0,35.0,10
EMP100770,98,59,CS,Conscientious-Steadiness,ESTP,,29.0,7
EMP100771,66,79,CS,Conscientious-Steadiness,ESTP,,,1
EMP100772,84,41,IS,Influencer-Steadiness,ISFJ,88.0,29.0,10
EMP100773,68,37,DI,Dominant-Influencer,ESTJ,130.0,23.0,10
EMP100774,79,53,SI,Steadiness-Influencer,ESTJ,83.0,29.0,2
EMP100775,55,85,CI,Conscientious-Influencer,ENTP,104.0,29.0,6
EMP100776,21,54,,Influencer-Dominant,INFP,139.0,38.0,10
EMP100777,27,72,DS,Dominant-Steadiness,ISFJ,113.0,24.0,6
EMP100778,32,39,IC,Influencer-Conscientious,ENTJ,,25.0,1
EMP100779,82,77,DI,Dominant-Influencer,ENFP,104.0,21.0,5
EMP100780,99,50,,Steadiness-Dominant,INFP,118.0,31.0,2
EMP100781,53,44,IS,Influencer-Steadiness,ESFJ,131.0,26.0,4
EMP100782,89,61,DS,Dominant-Steadiness,ESTJ,,,1
EMP100783,91,44,DC,Dominant-Conscientious,ESFP,128.0,32.0,1
EMP100784,73,33,DS,Dominant-Steadiness,ENFP,101.0,31.0,4
EMP100785,53,69,SC,Steadiness-Conscientious,ISTP,96.0,34.0,10
EMP100786,37,82,SD,Steadiness-Dominant,inftj,88.0,22.0,6
EMP100787,22,69,DI,Dominant-Influencer,ENTP,101.0,41.0,8
EMP100788,82,71,IC,Influencer-Conscientious,INFJ,139.0,31.0,2
EMP100789,70,44,,Influencer-Steadiness,ESFP,125.0,31.0,1
EMP100790,35,62,SD,Steadiness-Dominant,ENFP,126.0,26.0,10
EMP100791,40,38,SC,Steadiness-Conscientious,ISTP,126.0,19.0,8
EMP100792,64,79,IC,Influencer-Conscientious,ENTJ,117.0,17.0,6
EMP100793,63,32,IS,Influencer-Steadiness,INTP,133.0,17.0,1
EMP100794,85,81,SI,Steadiness-Influencer,ENFJ,,20.0,7
EMP100795,31,60,,Influencer-Dominant,ESTJ,126.0,27.0,3
EMP100796,66,77,CS,Conscientious-Steadiness,INTJ,95.0,31.0,7
EMP100797,22,91,SC,Steadiness-Conscientious,ESFJ,122.0,19.0,4
EMP100798,86,81,ID,Influencer-Dominant,INFP,132.0,28.0,5
EMP100799,49,58,IS,Influencer-Steadiness,ISFJ,128.0,28.0,8
EMP100800,93,68,DI,Dominant-Influencer,ENTJ,86.0,30.0,9
EMP100801,89,26,IC,Influencer-Conscientious,INFP,110.0,28.0,7
EMP100802,80,58,SC,Steadiness-Conscientious,ISTP,112.0,27.0,4
EMP100803,100,25,SC,Steadiness-Conscientious,enfp,136.0,30.0,10
EMP100804,73,74,SI,Steadiness-Influencer,INTJ,,,1
EMP100805,22,76,DS,Dominant-Steadiness,ENFP,126.0,22.0,6
EMP100806,68,47,IS,Influencer-Steadiness,INFP,83.0,24.0,2
EMP100807,28,40,IC,Influencer-Conscientious,ENTJ,,,9
EMP100808,78,43,DC,Dominant-Conscientious,INTP,107.0,27.0,6
EMP100809,44,46,SI,Steadiness-Influencer,INTP,95.0,15.0,1
EMP100810,81,99,ID,Influencer-Dominant,ESFJ,,,8
EMP100811,50,70,IC,Influencer-Conscientious,,113.0,36.0,6
EMP100812,82,33,CS,Conscientious-Steadiness,INFP,110.0,26.0,3
EMP100813,66,80,SI,Steadiness-Influencer,INFJ,80.0,25.0,3
EMP100814,84,66,,Conscientious-Steadiness,ENTP,94.0,38.0,5
EMP100815,60,69,IS,Influencer-Steadiness,ENTJ,135.0,26.0,9
EMP100816,56,64,CI,Conscientious-Influencer,ISTJ,,,5
EMP100817,85,21,SI,Steadiness-Influencer,ISFJ,140.0,19.0,6
EMP100818,83,61,CS,Conscientious-Steadiness,INTP,124.0,29.0,1
EMP100819,29,87,IC,Influencer-Conscientious,,103.0,25.0,10
EMP100820,83,63,SI,Steadiness-Influencer,ENFP,98.0,14.0,7
EMP100821,69,59,ID,Influencer-Dominant,INFJ,132.0,36.0,2
EMP100822,50,46,SD,Steadiness-Dominant,ESTP,95.0,28.0,6
EMP100823,43,97,DI,Dominant-Influencer,ESTP,123.0,23.0,1
EMP100824,27,31,DI,Dominant-Influencer,ESFP,127.0,30.0,8
EMP100825,69,99,CI,Conscientious-Influencer,INTJ,135.0,34.0,8
EMP100826,93,67,ID,Influencer-Dominant,INTP,125.0,25.0,1
EMP100827,35,79,DC,Dominant-Conscientious,ESFP,118.0,13.0,4
EMP100828,55,37,IS,Influencer-Steadiness,INFJ,92.0,37.0,3
EMP100829,93,41,DS,Dominant-Steadiness,INTP,109.0,31.0,2
EMP100830,36,87,DI,Dominant-Influencer,ISFJ,132.0,20.0,8
EMP100831,66,46,CS,Conscientious-Steadiness,INFJ,96.0,35.0,8
EMP100832,83,59,CI,Conscientious-Influencer,ESTP,,,3
EMP100833,52,52,CS,Conscientious-Steadiness,ENTJ,104.0,27.0,9
EMP100834,84,63,SD,Steadiness-Dominant,ESTJ,107.0,31.0,10
EMP100835,89,45,,Influencer-Conscientious,ISTJ,,27.0,6
EMP100836,60,96,SC,Steadiness-Conscientious,ENFJ,105.0,15.0,10
EMP100837,47,45,,Conscientious-Dominant,ISFP,126.0,28.0,8
EMP100838,73,87,SD,Steadiness-Dominant,ESFJ,135.0,35.0,8
EMP100839,63,21,CS,Conscientious-Steadiness,ESFP,125.0,35.0,7
EMP100840,20,69,ID,Influencer-Dominant,ENTP,,,6
EMP100841,73,92,DI,Dominant-Influencer,ISFP,96.0,25.0,4
EMP100842,56,89,SC,Steadiness-Conscientious,ENTJ,136.0,26.0,10
EMP100843,65,30,,Conscientious-Dominant,ESTJ,122.0,31.0,3
EMP100844,89,27,CS,Conscientious-Steadiness,ENFP,94.0,31.0,8
EMP100845,39,58,SC,Steadiness-Conscientious,INFP,,,10
EMP100846,87,29,CS,Conscientious-Steadiness,ISTJ,108.0,41.0,3
EMP100847,77,77,SI,Steadiness-Influencer,ENFJ,106.0,21.0,7
EMP100848,33,20,SC,Steadiness-Conscientious,INTP,108.0,14.0,6
EMP100849,35,69,DS,Dominant-Steadiness,ESFP,98.0,23.0,10
EMP100850,34,57,SC,Steadiness-Conscientious,ISFP,,,1
EMP100851,95,45,ID,Influencer-Dominant,ESTP,137.0,21.0,1
EMP100852,83,25,CD,Conscientious-Dominant,ISTP,115.0,35.0,8
EMP100853,79,59,SI,Steadiness-Influencer,ISTP,89.0,29.0,7
EMP100854,23,46,SC,Steadiness-Conscientious,ESFP,126.0,21.0,2
EMP100855,45,28,DI,Dominant-Influencer,ISFP,128.0,16.0,1
EMP100856,58,55,,Steadiness-Influencer,ISFP,94.0,23.0,3
EMP100857,73,44,SC,Steadiness-Conscientious,INTJ,136.0,46.0,4
EMP100858,77,49,ID,Influencer-Dominant,ENFP,135.0,32.0,9
EMP100859,65,98,ID,Influencer-Dominant,ESTP,,,1
EMP100860,56,25,DI,Dominant-Influencer,ENFJ,135.0,25.0,6
EMP100861,32,26,SD,Steadiness-Dominant,ISFJ,92.0,27.0,10
EMP100862,21,36,SI,Steadiness-Influencer,ISFP,106.0,35.0,2
EMP100863,22,48,IC,Influencer-Conscientious,ISTJ,89.0,18.0,6
EMP100864,54,81,CD,Conscientious-Dominant,ISTJ,133.0,22.0,9
EMP100865,79,66,DS,Dominant-Steadiness,ESFJ,122.0,25.0,8
EMP100866,34,90,SC,Steadiness-Conscientious,ISTP,132.0,26.0,7
EMP100867,72,70,CI,Conscientious-Influencer,INTP,84.0,28.0,10
EMP100868,92,88,SD,Steadiness-Dominant,ESTP,117.0,20.0,10
EMP100869,93,51,SC,Steadiness-Conscientious,ESFJ,130.0,28.0,7
EMP100870,28,35,CD,Conscientious-Dominant,ISTJ,97.0,25.0,2
EMP100871,85,89,SC,Steadiness-Conscientious,ESFJ,116.0,20.0,7
EMP100872,42,24,ID,Influencer-Dominant,ENFP,101.0,32.0,8
EMP100873,38,26,,Dominant-Steadiness,ISFP,,,7
EMP100874,54,53,CS,Conscientious-Steadiness,INFP,,,2
EMP100875,37,96,CD,Conscientious-Dominant,ENTP,125.0,35.0,10
EMP100876,75,27,IS,Influencer-Steadiness,ISFP,90.0,21.0,4
EMP100877,61,28,CI,Conscientious-Influencer,INFJ,,,4
EMP100878,60,92,CS,Conscientious-Steadiness,,83.0,25.0,6
EMP100879,38,56,SC,Steadiness-Conscientious,ENTP,116.0,17.0,9
EMP100880,55,67,SI,Steadiness-Influencer,,92.0,36.0,5
EMP100881,79,71,DC,Dominant-Conscientious,ISTP,89.0,30.0,8
EMP100882,83,39,ID,Influencer-Dominant,ISTJ,,29.0,4
EMP100883,35,24,CS,Conscientious-Steadiness,ESFJ,,,9
EMP100884,48,76,DC,Dominant-Conscientious,ISTJ,124.0,30.0,10
EMP100885,100,42,CD,Conscientious-Dominant,ENTJ,100.0,40.0,9
EMP100886,74,44,CD,Conscientious-Dominant,INFJ,112.0,24.0,1
EMP100887,95,78,CI,Conscientious-Influencer,INFJ,,,5
EMP100888,34,62,SI,Steadiness-Influencer,ENTJ,112.0,40.0,2
EMP100889,64,30,SC,Steadiness-Conscientious,ENFP,102.0,19.0,8
EMP100890,31,24,DI,Dominant-Influencer,ISFJ,126.0,25.0,2
EMP100891,77,34,CI,Conscientious-Influencer,ESTP,94.0,29.0,1
EMP100892,98,68,CS,Conscientious-Steadiness,ENTJ,113.0,26.0,5
EMP100893,91,79,IS,Influencer-Steadiness,ESFP,,27.0,4
EMP100894,44,37,CS,Conscientious-Steadiness,ENTP,137.0,22.0,7
EMP100895,62,76,DC,Dominant-Conscientious,INFP,84.0,29.0,3
EMP100896,38,79,CD,Conscientious-Dominant,ENTP,82.0,24.0,8
EMP100897,20,76,CS,Conscientious-Steadiness,,98.0,26.0,3
EMP100898,100,57,DC,Dominant-Conscientious,ENFJ,103.0,31.0,3
EMP100899,90,27,DC,Dominant-Conscientious,ISTP,112.0,35.0,4
EMP100900,84,48,CS,Conscientious-Steadiness,ISFP,91.0,30.0,6
EMP100901,50,85,ID,Influencer-Dominant,ENTJ,83.0,26.0,4
EMP100902,34,61,IC,Influencer-Conscientious,ENTP,129.0,25.0,10
EMP100903,91,88,DC,Dominant-Conscientious,INTP,115.0,32.0,5
EMP100904,75,28,IS,Influencer-Steadiness,INFP,126.0,30.0,6
EMP100905,43,32,SD,Steadiness-Dominant,ISTP,125.0,40.0,5
EMP100906,89,91,ID,Influencer-Dominant,ESFP,,,4
EMP100907,64,69,DC,Dominant-Conscientious,ESFJ,,,2
EMP100908,54,45,,Conscientious-Steadiness,ESTJ,,,6
EMP100909,35,55,CD,Conscientious-Dominant,,,,6
EMP100910,45,84,CI,Conscientious-Influencer,INTP,111.0,39.0,3
EMP100911,67,40,CI,Conscientious-Influencer,ENTJ,87.0,28.0,5
EMP100912,96,62,CS,Conscientious-Steadiness,,101.0,23.0,4
EMP100913,63,68,ID,Influencer-Dominant,,,29.0,1
EMP100914,95,38,CI,Conscientious-Influencer,ESFJ,115.0,30.0,1
EMP100915,53,92,DC,Dominant-Conscientious,ESFP,,26.0,5
EMP100916,70,65,DI,Dominant-Influencer,INFJ,95.0,29.0,6
EMP100917,72,27,DS,Dominant-Steadiness,ESTJ,85.0,25.0,3
EMP100918,94,53,IS,Influencer-Steadiness,ESTJ,137.0,28.0,5
EMP100919,69,89,ID,Influencer-Dominant,ENFJ,140.0,26.0,5
EMP100920,21,70,DS,Dominant-Steadiness,ENTJ,135.0,26.0,8
EMP100921,85,26,,Conscientious-Steadiness,ISFP,,,7
EMP100922,65,66,SC,Steadiness-Conscientious,ISFP,121.0,31.0,9
EMP100923,30,82,CD,Conscientious-Dominant,ENFJ,132.0,18.0,10
EMP100924,66,69,CD,Conscientious-Dominant,ENFJ,101.0,36.0,6
EMP100925,20,72,SD,Steadiness-Dominant,ESTP,134.0,30.0,8
EMP100926,32,73,DS,Dominant-Steadiness,ISFP,122.0,19.0,6
EMP100927,86,70,,Dominant-Influencer,ENFJ,139.0,38.0,9
EMP100928,34,33,,Conscientious-Influencer,ENFP,88.0,30.0,6
EMP100929,71,71,IC,Influencer-Conscientious,ISTJ,135.0,23.0,6
EMP100930,66,22,SI,Steadiness-Influencer,ESFJ,,,2
EMP100931,33,29,SC,Steadiness-Conscientious,ISFJ,,,7
EMP100932,41,72,CD,Conscientious-Dominant,INFP,,19.0,3
EMP100933,100,22,CI,Conscientious-Influencer,ESTP,101.0,28.0,3
EMP100934,33,39,SI,Steadiness-Influencer,ISFJ,,,10
EMP100935,62,94,CD,Conscientious-Dominant,,140.0,31.0,8
EMP100936,92,55,DI,Dominant-Influencer,ENFJ,,,2
EMP100937,77,87,SI,Steadiness-Influencer,ENFJ,,,2
EMP100938,62,64,CI,Conscientious-Influencer,ENFJ,,27.0,7
EMP100939,57,31,IS,Influencer-Steadiness,ENFP,94.0,30.0,1
EMP100940,45,49,DS,Dominant-Steadiness,ESTJ,82.0,27.0,5
EMP100941,96,47,IC,Influencer-Conscientious,ENTJ,,,6
EMP100942,30,97,SC,Steadiness-Conscientious,ISFP,99.0,25.0,7
EMP100943,38,73,SI,Steadiness-Influencer,ESTP,107.0,42.0,2
EMP100944,86,91,CS,Conscientious-Steadiness,,126.0,26.0,2
EMP100945,75,23,ID,Influencer-Dominant,,111.0,30.0,10
EMP100946,64,57,IC,Influencer-Conscientious,ISTP,,,3
EMP100947,67,82,DS,Dominant-Steadiness,ENTP,89.0,33.0,9
EMP100948,86,39,DI,Dominant-Influencer,ENTJ,,,7
EMP100949,44,65,DS,Dominant-Steadiness,ISTP,139.0,37.0,4
EMP100950,46,57,DS,Dominant-Steadiness,ENFP,108.0,40.0,5
EMP100951,87,73,IS,Influencer-Steadiness,ISFP,140.0,26.0,8
EMP100952,41,63,CI,Conscientious-Influencer,ESTP,80.0,26.0,1
EMP100953,95,95,CD,Conscientious-Dominant,INFP,,43.0,3
EMP100954,45,41,SD,Steadiness-Dominant,ESTJ,90.0,17.0,10
EMP100955,89,47,DS,Dominant-Steadiness,ISFP,118.0,32.0,8
EMP100956,22,80,IC,Influencer-Conscientious,ISFJ,120.0,16.0,6
EMP100957,89,47,SI,Steadiness-Influencer,INFJ,90.0,32.0,7
EMP100958,55,54,CD,Conscientious-Dominant,ISFP,,,8
EMP100959,29,31,ID,Influencer-Dominant,ENTP,117.0,26.0,1
EMP100960,23,30,IC,Influencer-Conscientious,ISFJ,107.0,42.0,2
EMP100961,48,90,CS,Conscientious-Steadiness,ISTP,92.0,30.0,3
EMP100962,79,61,,Dominant-Influencer,INFJ,135.0,31.0,9
EMP100963,66,43,DI,Dominant-Influencer,ISFP,,,4
EMP100964,37,68,,Steadiness-Dominant,INTJ,,,4
EMP100965,51,74,CS,Conscientious-Steadiness,INFP,126.0,28.0,1
EMP100966,21,36,ID,Influencer-Dominant,INFP,140.0,41.0,2
EMP100967,40,81,DC,Dominant-Conscientious,INTP,99.0,38.0,5
EMP100968,60,58,IS,Influencer-Steadiness,ENTP,124.0,32.0,2
EMP100969,45,41,IC,Influencer-Conscientious,ISFJ,117.0,37.0,7
EMP100970,22,43,DC,Dominant-Conscientious,INTJ,108.0,32.0,5
EMP100971,91,89,CI,Conscientious-Influencer,ENFJ,102.0,38.0,2
EMP100972,37,66,CS,Conscientious-Steadiness,ESFJ,,,7
EMP100973,58,76,SD,Steadiness-Dominant,ENTJ,114.0,28.0,9
EMP100974,35,22,IS,Influencer-Steadiness,INFJ,,,6
EMP100975,36,70,DI,Dominant-Influencer,ISFJ,,38.0,7
EMP100976,50,99,,Dominant-Influencer,ENTP,92.0,20.0,9
EMP100977,28,73,IC,Influencer-Conscientious,ISTJ,,,3
EMP100978,35,84,ID,Influencer-Dominant,INTJ,134.0,27.0,10
EMP100979,27,24,SC,Steadiness-Conscientious,ENTP,111.0,25.0,8
EMP100980,65,22,SC,Steadiness-Conscientious,ENTP,124.0,30.0,2
EMP100981,67,56,IC,Influencer-Conscientious,ISFP,138.0,28.0,6
EMP100982,62,21,DC,Dominant-Conscientious,ISTP,94.0,35.0,1
EMP100983,48,94,CD,Conscientious-Dominant,INTP,120.0,26.0,3
EMP100984,44,64,SC,Steadiness-Conscientious,ESTJ,118.0,24.0,6
EMP100985,36,81,SI,Steadiness-Influencer,ISFJ,89.0,29.0,6
EMP100986,59,70,DI,Dominant-Influencer,ESTJ,101.0,16.0,9
EMP100987,39,26,ID,Influencer-Dominant,ENFJ,,,2
EMP100988,47,23,DS,Dominant-Steadiness,ESTP,116.0,18.0,6
EMP100989,92,35,CS,Conscientious-Steadiness,INFP,109.0,22.0,5
EMP100990,40,32,DI,Dominant-Influencer,ESTJ,,,3
EMP100991,64,41,CI,Conscientious-Influencer,INFJ,,,9
EMP100992,22,29,,Influencer-Conscientious,ISTJ,,31.0,10
EMP100993,40,97,DI,Dominant-Influencer,INFJ,127.0,26.0,2
EMP100994,62,75,SC,Steadiness-Conscientious,INTJ,136.0,34.0,8
EMP100995,35,52,SD,Steadiness-Dominant,ESTJ,117.0,30.0,7
EMP100996,98,84,SD,Steadiness-Dominant,ESTJ,106.0,43.0,8
EMP100997,85,28,IC,Influencer-Conscientious,ISTP,105.0,27.0,8
EMP100998,43,73,,Conscientious-Influencer,ISFJ,102.0,31.0,5
EMP100999,45,35,CS,Conscientious-Steadiness,,136.0,23.0,2
EMP101000,80,59,ID,Influencer-Dominant,ESFP,116.0,34.0,9
EMP101001,54,49,SC,Steadiness-Conscientious,INFJ,119.0,17.0,10
EMP101002,26,74,CS,Conscientious-Steadiness,,85.0,24.0,9
EMP101003,90,74,,Dominant-Influencer,ISFP,100.0,29.0,6
EMP101004,34,28,SC,Steadiness-Conscientious,ISFP,83.0,32.0,9
EMP101005,23,75,ID,Influencer-Dominant,,115.0,17.0,4
EMP101006,71,40,SI,Steadiness-Influencer,ENFP,132.0,24.0,4
EMP101007,82,45,SI,Steadiness-Influencer,ISTJ,85.0,33.0,3
EMP101008,63,62,SC,Steadiness-Conscientious,ISFJ,138.0,17.0,7
EMP101009,50,42,SD,Steadiness-Dominant,INTJ,88.0,15.0,9
EMP101010,63,30,CD,Conscientious-Dominant,INTP,125.0,35.0,9
EMP101011,72,48,CD,Conscientious-Dominant,ESFJ,134.0,28.0,5
EMP101012,29,85,DC,Dominant-Conscientious,ISTP,,,9
EMP101013,32,86,CS,Conscientious-Steadiness,ENTP,89.0,32.0,4
EMP101014,70,28,DC,Dominant-Conscientious,ESTP,130.0,39.0,10
EMP101015,56,98,,Influencer-Steadiness,ENFP,118.0,28.0,5
EMP101016,85,79,CI,Conscientious-Influencer,INTP,117.0,20.0,5
EMP101017,68,93,,Dominant-Influencer,ISFP,140.0,17.0,8
EMP101018,56,65,SC,Steadiness-Conscientious,ESFJ,120.0,27.0,9
EMP101019,44,68,DI,Dominant-Influencer,ENTP,107.0,27.0,9
EMP101020,82,85,IS,Influencer-Steadiness,ESTJ,93.0,31.0,8
EMP101021,48,60,SC,Steadiness-Conscientious,,135.0,28.0,10
EMP101022,42,97,DC,Dominant-Conscientious,INTJ,,,10
EMP101023,76,45,,Conscientious-Steadiness,,137.0,24.0,5
EMP101024,52,38,ID,Influencer-Dominant,ISFJ,98.0,23.0,2
EMP101025,42,83,CS,Conscientious-Steadiness,ISTP,122.0,24.0,6
EMP101026,86,91,SC,Steadiness-Conscientious,ISTJ,,,2
EMP101027,89,37,IC,Influencer-Conscientious,ISFJ,140.0,30.0,7
EMP101028,65,78,,Conscientious-Steadiness,INFP,130.0,32.0,2
EMP101029,22,84,DC,Dominant-Conscientious,ISTJ,103.0,30.0,1
EMP101030,86,64,CD,Conscientious-Dominant,ESFJ,,,10
EMP101031,69,50,IC,Influencer-Conscientious,INTP,87.0,32.0,3
EMP101032,72,92,IS,Influencer-Steadiness,ENTJ,96.0,29.0,4
EMP101033,92,74,ID,Influencer-Dominant,ENTJ,140.0,32.0,7
EMP101034,69,23,,Influencer-Dominant,,117.0,27.0,10
EMP101035,96,95,ID,Influencer-Dominant,ENFJ,119.0,25.0,10
EMP101036,100,99,SC,Steadiness-Conscientious,ENFP,131.0,22.0,9
EMP101037,28,58,SC,Steadiness-Conscientious,ENFP,138.0,22.0,5
EMP101038,82,100,CS,Conscientious-Steadiness,,124.0,32.0,8
EMP101039,72,78,ID,Influencer-Dominant,ISTJ,111.0,29.0,2
EMP101040,99,56,IC,Influencer-Conscientious,ISFP,,,1
EMP101041,77,57,CS,Conscientious-Steadiness,INTP,,35.0,1
EMP101042,62,77,IS,Influencer-Steadiness,INFJ,,,2
EMP101043,50,50,SD,Steadiness-Dominant,ENFJ,,,9
EMP101044,98,22,CI,Conscientious-Influencer,ISTJ,94.0,41.0,2
EMP101045,44,62,DC,Dominant-Conscientious,INFP,139.0,21.0,9
EMP101046,60,91,IS,Influencer-Steadiness,ISTP,119.0,35.0,7
EMP101047,82,80,SI,Steadiness-Influencer,ESFJ,89.0,23.0,7
EMP101048,33,45,ID,Influencer-Dominant,INTP,81.0,30.0,5
EMP101049,67,70,DI,Dominant-Influencer,ENFP,,,6
EMP101050,47,52,IC,Influencer-Conscientious,ENFJ,91.0,17.0,10
EMP101051,52,41,IS,Influencer-Steadiness,ESTP,111.0,21.0,6
EMP101052,95,53,DI,Dominant-Influencer,ISFJ,,33.0,5
EMP101053,74,67,CI,Conscientious-Influencer,ISFJ,133.0,33.0,9
EMP101054,88,38,CD,Conscientious-Dominant,,118.0,28.0,5
EMP101055,63,69,ID,Influencer-Dominant,ESFJ,118.0,25.0,1
EMP101056,76,52,DI,Dominant-Influencer,,,,2
EMP101057,20,99,,Influencer-Conscientious,ENTP,119.0,28.0,3
EMP101058,70,21,ID,Influencer-Dominant,ENTJ,110.0,18.0,3
EMP101059,24,64,IC,Influencer-Conscientious,ISTP,134.0,28.0,1
EMP101060,42,69,CI,Conscientious-Influencer,ISFJ,84.0,30.0,7
EMP101061,91,33,IS,Influencer-Steadiness,ENFP,,,2
EMP101062,91,68,CS,Conscientious-Steadiness,ENTP,,,5
EMP101063,54,95,CS,Conscientious-Steadiness,ESFJ,86.0,31.0,2
EMP101064,82,61,,Conscientious-Influencer,INFJ,122.0,25.0,3
EMP101065,92,98,SI,Steadiness-Influencer,INFP,140.0,37.0,5
EMP101066,96,58,SD,Steadiness-Dominant,,85.0,35.0,6
EMP101067,34,100,IC,Influencer-Conscientious,INFJ,113.0,17.0,9
EMP101068,49,23,DI,Dominant-Influencer,ESFP,,,2
EMP101069,95,42,SD,Steadiness-Dominant,INTP,123.0,20.0,7
EMP101070,50,51,CD,Conscientious-Dominant,ESTJ,94.0,35.0,7
EMP101071,58,47,IS,Influencer-Steadiness,ENTJ,122.0,22.0,2
EMP101072,22,67,CD,Conscientious-Dominant,INTP,138.0,29.0,5
EMP101073,93,86,CI,Conscientious-Influencer,ESTJ,,,7
EMP101074,37,23,ID,Influencer-Dominant,ENFP,,,6
EMP101075,26,70,DC,Dominant-Conscientious,ISTP,103.0,20.0,10
EMP101076,66,54,SI,Steadiness-Influencer,ENFJ,80.0,31.0,10
EMP101077,74,92,IS,Influencer-Steadiness,ESTP,96.0,21.0,6
EMP101078,59,54,,Influencer-Conscientious,INTJ,135.0,14.0,10
EMP101079,70,90,CS,Conscientious-Steadiness,INTJ,127.0,27.0,9
EMP101080,66,37,CS,Conscientious-Steadiness,ISTJ,128.0,19.0,7
EMP101081,27,42,ID,Influencer-Dominant,ENFP,124.0,30.0,7
EMP101082,29,95,CI,Conscientious-Influencer,ESTJ,94.0,26.0,5
EMP101083,58,39,CI,Conscientious-Influencer,ISTP,,,9
EMP101084,48,56,ID,Influencer-Dominant,ENFP,139.0,32.0,7
EMP101085,99,54,CS,Conscientious-Steadiness,ENFJ,94.0,36.0,10
EMP101086,62,32,CD,Conscientious-Dominant,ENFP,116.0,22.0,5
EMP101087,58,71,SD,Steadiness-Dominant,INFJ,81.0,26.0,3
EMP101088,99,73,SC,Steadiness-Conscientious,ENFP,114.0,27.0,1
EMP101089,95,79,CI,Conscientious-Influencer,INFP,127.0,17.0,1
EMP101090,82,48,DS,Dominant-Steadiness,INFP,129.0,32.0,4
EMP101091,58,36,CS,Conscientious-Steadiness,,117.0,31.0,7
EMP101092,51,30,ID,Influencer-Dominant,INFP,104.0,16.0,4
EMP101093,22,64,SD,Steadiness-Dominant,ENTJ,,,1
EMP101094,66,73,SI,Steadiness-Influencer,INTJ,120.0,27.0,8
EMP101095,21,34,SC,Steadiness-Conscientious,ESFJ,106.0,29.0,2
EMP101096,26,38,SD,Steadiness-Dominant,ENFP,,,6
EMP101097,23,48,SD,Steadiness-Dominant,ENTJ,,,4
EMP101098,96,69,DC,Dominant-Conscientious,ESTP,94.0,30.0,3
EMP101099,26,97,IC,Influencer-Conscientious,,113.0,30.0,6
EMP101100,50,34,CD,Conscientious-Dominant,ENFJ,124.0,33.0,2
EMP101101,86,37,DC,Dominant-Conscientious,ESFP,,,8
EMP101102,73,86,ID,Influencer-Dominant,INTJ,97.0,20.0,1
EMP101103,90,71,DI,Dominant-Influencer,INFJ,80.0,28.0,1
EMP101104,91,51,DI,Dominant-Influencer,ENFP,120.0,30.0,2
EMP101105,51,41,CD,Conscientious-Dominant,ENTP,,,2
EMP101106,60,47,IC,Influencer-Conscientious,ESFJ,,,6
EMP101107,97,66,CD,Conscientious-Dominant,ESTP,89.0,30.0,7
EMP101108,96,92,SI,Steadiness-Influencer,ISFJ,110.0,22.0,2
EMP101109,31,94,IS,Influencer-Steadiness,ESFP,84.0,26.0,1
